title,slug,date,old_url,bucket,quality_score,word_count,comment_count,categories,tags
12 Lecciones del pasado de las empresas.,12-lecciones-del-pasado-de-las-empresas,2007-10-27,/2007/10/27/12-lecciones-del-pasado-de-las-empresas/,C,1,192,,Personas,
Fases dentro del trabajo en equipo,fases-dentro-del-trabajo-en-equipo,2007-10-28,/2007/10/28/fases-dentro-del-trabajo-en-equipo/,B,3,582,3,Personas,
¿Por qué la redes sociales están tan de moda?,¿por-que-la-redes-sociales-estan-tan-de-moda,2007-10-29,/2007/10/30/%c2%bfpor-que-la-redes-sociales-estan-tan-de-moda/,C,2,192,3,Tecnología,
P2P  vs  Centralización,p2p-vs-centralizacion,2007-10-29,/2007/10/30/p2p-vs-centralizacion/,C,2,331,5,Tecnología,
¿Qué es una ERP?,que-es-una-erp,2007-10-30,/2007/10/30/que-es-una-erp/,C,2,353,6,Software,erp; erp es; los erp; que son erp; que son los erp; software erp
¿Qué es la planificación estratégica?,¿que-es-la-planificacion-estrategica,2007-11-02,/2007/11/02/%c2%bfque-es-la-planificacion-estrategica/,C,1,135,,Empresa,
¿Cuáles son las 4p del marketing? (marketing mix),¿cuales-son-las-4p-del-marketing-marketing-mix,2007-11-04,/2007/11/04/%c2%bfcuales-son-las-4p-del-marketing-marketing-mix/,C,2,480,43,Empresa,4p del marketing; marketing; marketing mix; marketing online
Microsoft en Irlanda,microsoft-en-irlanda,2007-11-06,/2007/11/07/microsoft-en-irlanda/,C,1,142,2,Tecnología,
Yahoo vs Google,una-imagen-vale-mas-que,2007-11-07,/2007/11/07/una-imagen-vale-mas-que/,C,2,,4,Citas,
Diferentes tipos de Estrategías,diferentes-tipos-de-estrategias,2007-11-09,/2007/11/09/diferentes-tipos-de-estrategias/,B,4,1218,3,Empresa,
¿Tienes miedo a perder?,¿tienes-miedo-a-perder,2007-11-09,/2007/11/09/%c2%bftienes-miedo-a-perder/,C,1,156,1,Citas,
¿Tienes algo que perder?,¿tienes-algo-que-perder,2007-11-11,/2007/11/11/%c2%bftienes-algo-que-perder/,C,1,22,3,Citas,
El Efecto Miopía,el-efecto-miopia,2007-11-12,/2007/11/13/el-efecto-miopia/,B,3,512,10,Empresa,
INSTRUCCIONES PARA UNA VIDA,instrucciones-para-una-vida,2007-11-13,/2007/11/13/instrucciones-para-una-vida/,C,2,284,7,Citas,
Estoy vivo?,estoy-vivo,2007-11-27,/2007/11/28/estoy-vivo/,C,1,133,,Citas,
Canción en Velneo,cancion-en-velneo,2007-11-27,/2007/11/28/cancion-en-velneo/,C,,41,1,Tecnología,
Monopolios tecnológicos....,monopolios-tecnologicos,2007-11-28,/2007/11/28/monopolios-tecnologicos/,C,2,757,,Empresa,
12 señales de que eres un mal programador,12-senales-de-que-eres-un-mal-programador,2007-11-28,/2007/11/29/12-senales-de-que-eres-un-mal-programador/,B,3,920,7,Tecnología,
Habla un genio,habla-un-genio,2007-11-29,/2007/11/29/habla-un-genio/,C,,153,2,Velneo,
Destino el Mundo,destino-el-mundo,2007-12-02,/2007/12/02/destino-el-mundo/,C,1,103,2,Viajes,
¿Qué es Open ID?,¿que-es-open-id,2007-12-02,/2007/12/02/%c2%bfque-es-open-id/,C,2,246,7,Tecnología,
¿Qué es una segmentación de mercado?,¿que-es-una-segmentacion-de-mercado,2007-12-04,/2007/12/04/%c2%bfque-es-una-segmentacion-de-mercado/,C,,23,,Citas,
La verdad......tiene puntos de vista.,la-verdad,2007-12-04,/2007/12/04/la-verdad/,B,3,813,11,Velneo,
Presentación Web 2.0,presentacion-web-20,2007-12-06,/2007/12/06/presentacion-web-20/,C,1,48,3,Tecnología,
Vuelta a casa... por Navidad.,vuelta-a-casa-por-navidad,2007-12-08,/2007/12/08/vuelta-a-casa-por-navidad/,C,1,158,7,Viajes,
Steve Jobs vs Bill Gates,steve-jobs-vs-bill-gates,2007-12-08,/2007/12/08/steve-jobs-vs-bill-gates/,C,,198,1,Tecnología,
Genios del Código Fuente,genios-del-codigo-fuente,2007-12-08,/2007/12/08/genios-del-codigo-fuente/,C,1,96,1,Tecnología,
El efecto gimnasio,el-efecto-gimnasio,2007-12-22,/2007/12/22/el-efecto-gimnasio/,C,1,102,2,Citas,
¿Qué es y cuál es el objetivo de EURES?,¿que-es-y-cual-es-el-objetivo-de-eures,2007-12-22,/2007/12/22/%c2%bfque-es-y-cual-es-el-objetivo-de-eures/,C,2,262,3,Personas,
El horario Flexible,el-horario-flexible,2007-12-23,/2007/12/23/el-horario-flexible/,C,2,135,4,Personas,
Feliz Navidad,feliz-navidad,2007-12-24,/2007/12/24/feliz-navidad/,C,1,26,24,Citas,
De regalo de Reyes.... ¿el canon?,de-regalo-de-reyes-¿el-canon,2007-12-27,/2007/12/27/de-regalo-de-reyes-%c2%bfel-canon/,C,2,309,9,Tecnología,
8 Lecciones del 2007,8-lecciones-del-2007,2008-01-03,/2008/01/03/8-lecciones-del-2007/,C,1,409,1,Citas,
La cultura de Google,la-cultura-de-google,2008-01-03,/2008/01/03/la-cultura-de-google/,C,,81,2,Personas,
Simplemente impresionante,simplemente-impresionante,2008-01-03,/2008/01/03/simplemente-impresionante/,C,,29,1,Viajes,
De vuelta a Irlanda,de-vuelta-a-irlanda,2008-01-07,/2008/01/07/de-vuelta-a-irlanda/,C,1,433,2,Viajes,
Éxitos y fracasos (a mejorar) del 2007 en Velneo.,exitos-y-fracasos-a-mejorar-del-2007-en-velneo,2008-01-07,/2008/01/07/exitos-y-fracasos-a-mejorar-del-2007-en-velneo/,B,3,568,20,Velneo,
Cita,cita,2008-01-08,/2008/01/08/cita/,C,1,44,3,Citas,
Los mejores del 2007,los-mejores-del-2007,2008-01-08,/2008/01/08/los-mejores-del-2007/,B,4,1635,1,Software,
Tendencias 2008,tendencias-2008,2008-01-10,/2008/01/10/tendencias-2008/,C,2,882,,Tecnología,
Los 9 Principios para la creación de productos Google,los-9-principios-para-la-creacion-de-productos-google,2008-01-10,/2008/01/10/los-9-principios-para-la-creacion-de-productos-google/,C,1,281,1,Software; Tecnología,
Historia Youtube,historia-youtube,2008-01-11,/2008/01/11/historia-youtube/,C,,11,2,Software,
Red Social Velneo,red-social-velneo,2008-01-12,/2008/01/12/red-social-velneo/,C,,88,1,Tecnología,red social; Velneo
Velneo Ltd.,velneo-ltd,2008-01-12,/2008/01/12/velneo-ltd/,C,1,268,11,Velneo,irlanda; Velneo
La videoconferencia del futuro.,la-videoconferencia-del-futuro,2008-01-15,/2008/01/15/la-videoconferencia-del-futuro/,C,2,161,4,Tecnología,
1000 Millones por MYSQL,1000-millones-por-mysql,2008-01-16,/2008/01/16/1000-millones-por-mysql/,C,2,237,4,Empresa; Velneo,Bea; compra; mysql; oracle; sap; sun
Dataportability,dataportability,2008-01-19,/2008/01/19/dataportability/,C,,97,,Software,dataportability; facebook; google; open id; yahoo
Yahoo y Open ID,yahoo-y-open-id,2008-01-19,/2008/01/19/yahoo-y-open-id/,C,1,75,,Tecnología,
El fracaso,el-fracaso,2008-01-20,/2008/01/20/el-fracaso/,C,,73,1,Citas,
La keynote de Steve Jobs en 60 segundos,la-keynote-de-steve-jobs-en-60-segundos,2008-01-24,/2008/01/24/la-keynote-de-steve-jobs-en-60-segundos/,C,,70,1,Software,keynote; steve jobs
The long Tail,the-long-tail,2008-01-24,/2008/01/25/the-long-tail/,C,2,670,,Tecnología,economía; Geoffrey moore; the long tail
del.icio.us,delicious,2008-01-27,/2008/01/27/delicious/,C,,90,2,Software,
Trolltech adopta la GPLv3 para las librerías Qt,trolltech-adopta-la-gplv3-para-las-librerias-qt,2008-01-27,/2008/01/27/trolltech-adopta-la-gplv3-para-las-librerias-qt/,C,2,466,3,Floss,
Nokia compra Qt,nokia-compra-qt,2008-01-28,/2008/01/29/nokia-compra-qt/,C,2,296,19,Velneo,kde; nokia; qt; tolltrech; Velneo
EUPL en Español.,eupl-en-espanol,2008-01-29,/2008/01/29/eupl-en-espanol/,C,1,133,,Floss; Velneo,EUPL; Floss; open source; software libre; Velneo
Google Docs,google-docs,2008-01-31,/2008/01/31/google-docs/,C,1,197,1,Software,google; googledocs; googledosbar
"Haoming, un compañero especial",haoming-un-companero-especial,2008-02-02,/2008/02/02/haoming-un-companero-especial/,C,1,128,18,Velneo,alfonsogu; china; irlanda; limerick; Velneo
Informe Mensual. Enero 2008,informe-mensual-enero-2008,2008-02-03,/2008/02/03/informe-mensual-enero-2008/,C,1,52,8,Software,alfonsogu; bill gates; dataportabiliy; microsoft; nokia; openid; oracle; qt; sap; sgae; steve jobs; Velneo
Google el bueno???,google-el-bueno,2008-02-05,/2008/02/05/google-el-bueno/,C,2,296,5,Software,google; microsoft; yahoo
¿Qué es el Hurling?,¿que-es-el-hurling,2008-02-06,/2008/02/06/%c2%bfque-es-el-hurling/,C,1,38,4,Viajes,hurling; irlanda
Reglas de las empresas de software.,reglas-de-las-empresas-de-software,2008-02-07,/2008/02/07/reglas-de-las-empresas-de-software/,B,4,971,11,Software,empresas; reglas; reglas del software; software; start-up
¿Qué es OpenID?,¿que-es-openid,2008-02-09,/2008/02/09/%c2%bfque-es-openid/,C,,62,,Software,
Verano en los Alpes,verano-en-los-alpes,2008-02-10,/2008/02/10/verano-en-los-alpes/,C,1,59,3,Viajes,
"¿En qué idioma hago mi Software, Web, Blog?",¿en-que-idioma-hago-mi-web-software,2008-02-10,/2008/02/10/%c2%bfen-que-idioma-hago-mi-web-software/,B,3,751,9,Software; Tecnología,acceso a internet; idiomas; internet; lenguas; paises; software; usuarios
¿Quién triunfa en internet?,¿quien-triunfa-en-internet,2008-02-12,/2008/02/12/%c2%bfquien-triunfa-en-internet/,C,1,251,,Software,
Facebook y sus RRHH,facebook-y-sus-rrhh,2008-02-13,/2008/02/13/facebook-y-sus-rrhh/,C,2,107,6,Personas,facebook; Personas; recursos humanos
Conceptos Contables,conceptos-contables,2008-02-14,/2008/02/14/conceptos-contables/,B,3,682,,Empresa,¿Cómo se contabiliza el Impuesto de; ¿Que es la cuenta de PYG?; impuesto sociedades; Ingresos y gastos (mercaderías); Provisiones; Retenciones
Gracias FRED,gracias-fred,2008-02-14,/2008/02/14/gracias-fred/,C,2,67,7,Tecnología,alfonsogu; irlanda; Velneo; vigo
Foro de internet en madrid,foro-de-internet-en-madrid,2008-02-14,/2008/02/14/foro-de-internet-en-madrid/,C,1,290,1,Tecnología,
¿Cuántas empresas hay en españa?,¿cuantas-empresas-hay-en-espana,2008-02-18,/2008/02/18/%c2%bfcuantas-empresas-hay-en-espana/,C,2,79,5,Empresa,
De vuelta a Limerick,de-vuelta-a-limerick,2008-02-25,/2008/02/25/de-vuelta-a-limerick/,C,1,87,1,Viajes,limerick; londres; Velneo
¿Cómo es el mercado japonés?,¿como-es-el-mercado-japones,2008-02-26,/2008/02/27/%c2%bfcomo-es-el-mercado-japones/,C,2,169,9,Viajes,japon; mercado
Entrevista en viaje a Japón,entrevista-en-viaje-a-japon,2008-02-27,/2008/02/27/entrevista-en-viaje-a-japon/,C,2,362,4,Viajes,entrevista; japon
Indicadores para reconocer buenos programadores,indicadores-para-reconocer-buenos-programadores,2008-02-27,/2008/02/27/indicadores-para-reconocer-buenos-programadores/,C,2,131,6,Software,buen programador; indicadores; mal programador; programador
RIA (Rich Internet Applications),ria-rich-internet-applications,2008-02-28,/2008/02/28/ria-rich-internet-applications/,C,1,397,2,Software,
Google Sites,google-sites,2008-02-28,/2008/02/28/google-sites/,C,,42,1,Software,
¿Cómo se rediseña una web?,¿como-se-redisena-una-web,2008-03-01,/2008/03/01/%c2%bfcomo-se-redisena-una-web/,C,2,340,9,Software,idealista; jesus encinar; rediseño; web
¿Qué pasó en Febrero de 2008?,¿que-paso-en-febrero-de-2008,2008-03-02,/2008/03/02/%c2%bfque-paso-en-febrero-de-2008/,C,1,60,6,Software,
Apple Tv Vs Xbox 360,apple-tv-vs-xbox-360,2008-03-05,/2008/03/05/apple-tv-vs-xbox-360/,C,2,90,7,Software,
¿Que recomendamos en c++ para Windows?,¿que-recomendamos-c-c,2008-03-06,/2008/03/06/%c2%bfque-recomendamos-c-c/,C,1,75,1,Velneo,
¿Qué tipos de clientes se acercan a Velneo?,¿que-tipos-de-clientes-se-acercan-a-velneo,2008-03-06,/2008/03/06/%c2%bfque-tipos-de-clientes-se-acercan-a-velneo/,C,1,371,2,Velneo,
Velneo estrategía y necesidades,velneo-estrategia-y-necesidades,2008-03-07,/2008/03/07/velneo-estrategia-y-necesidades/,C,2,403,11,Velneo,compartir; Floss; software libre; Velneo
"Velneo, Esquema de distribución / comercialización",velneo-esquema-de-distribucion-comercializacion,2008-03-09,/2008/03/09/velneo-esquema-de-distribucion-comercializacion/,B,3,664,29,Velneo,
Velneo 2006,velneo-2006,2008-03-11,/2008/03/11/velneo-2006/,C,1,377,,Velneo,Velneo
¿Qué es un producto?,¿que-es-un-producto,2008-03-12,/2008/03/12/%c2%bfque-es-un-producto/,C,1,91,,Empresa,kloter; producto; santesmases
Estrategias de desarrollo de marca.,estrategias-de-desarrollo-de-marca,2008-03-16,/2008/03/16/estrategias-de-desarrollo-de-marca/,C,1,469,1,Empresa,
Apple alcanza el 14% de las ventas,apple-sube-al-14,2008-03-19,/2008/03/19/apple-sube-al-14/,C,2,170,5,Software,apple; ordenadores; ventas
La flexibilidad horaria. LA CLAVE.,la-felixibilidad-horaria-la-clave,2008-03-21,/2008/03/21/la-felixibilidad-horaria-la-clave/,C,1,115,,Personas,empresas flexibles; flexiblidad laborar; IBM
Red Social Velneo,red-social-velneo-2,2008-03-22,/2008/03/22/red-social-velneo-2/,B,3,702,4,Velneo,ning; red social; Velneo; wordpress
MAB (Mercado Alternativo Bursatil),mab-mercado-alternativo-bursatil,2008-03-24,/2008/03/24/mab-mercado-alternativo-bursatil/,C,2,195,7,Empresa,MAB; mercado alternativo
¿Qué tiene que tener un objetivo para ser factible?,¿que-tiene-que-tener-un-objetivo-para-ser-factible,2008-03-26,/2008/03/26/%c2%bfque-tiene-que-tener-un-objetivo-para-ser-factible/,C,1,169,,Empresa,
Acta sobre reunión de activaciones,acta-sobre-reunion-de-activaciones,2008-03-27,/2008/03/27/acta-sobre-reunion-de-activaciones/,C,2,474,8,Velneo,
¿Qué es la innovación discontinua?,¿que-es-la-innovacion-discontinua,2008-03-29,/2008/03/29/%c2%bfque-es-la-innovacion-discontinua/,C,2,164,12,Tecnología,continua; discontinua; Tecnología
Historia de Oracle,historia-de-oracle,2008-03-31,/2008/03/31/historia-de-oracle/,B,3,671,5,Software,bill gates; ellison; mac; microsoft; oracle; steve jobs
Google se va al desktop,google-se-va-al-desktop,2008-03-31,/2008/04/01/google-se-va-al-desktop/,C,,1,2,Tecnología,desktop; google; Watches
¿Tipos de organigramas y organización?,¿tipos-de-organigramas-y-organizacion,2008-04-02,/2008/04/02/%c2%bftipos-de-organigramas-y-organizacion/,C,2,53,11,Empresa,Business and Economy; organigramas
Promoción On-Line,promocion-on-line,2008-04-02,/2008/04/02/promocion-on-line/,C,1,78,2,Software,Business and Economy; Seo
De vuelta,de-vuelta,2008-04-10,/2008/04/10/de-vuelta/,C,2,112,4,Velneo,Spain
¿Cuando se recuerda un nombre?,¿cuando-se-recuerda-un-nombre,2008-04-10,/2008/04/10/%c2%bfcuando-se-recuerda-un-nombre/,C,1,199,1,Empresa,Business and Economy
Lenguajes de Programación,lenguajes-de-programacion,2008-04-12,/2008/04/12/lenguajes-de-programacion/,A,5,1241,5,Software,Business and Economy; Java; microsoft
Google &amp; Salesforce,google-salesforce,2008-04-14,/2008/04/14/google-salesforce/,C,1,128,4,Software,google; Google Apps; Google Calendar; Google Docs; Google Talk; microsoft; Salesforce; Salesforce.com; Search Engines
"Créditos, inversión y tipos de interés.",creditos-inversion-y-tipos-de-interes,2008-04-17,/2008/04/17/creditos-inversion-y-tipos-de-interes/,C,2,267,7,Empresa,
Fórmulas para calcular precios de transferencia,formulas-para-calcular-precios-de-transferencia,2008-04-20,/2008/04/20/formulas-para-calcular-precios-de-transferencia/,C,1,258,,Empresa,precios de transferencia
Resultados de Google,resultados-de-google,2008-04-20,/2008/04/20/resultados-de-google/,C,2,417,4,Software,apple; Business and Economy; google; microsoft; USA
China supera a USA en usuarios de internet,china-supera-a-usa-en-usuarios-de-internet,2008-04-21,/2008/04/21/china-supera-a-usa-en-usuarios-de-internet/,C,1,159,1,Velneo,china; internet
"¿Qué es una subvención, donación, legado?",¿que-es-una-subvencion-donacion-legado,2008-04-22,/2008/04/22/%c2%bfque-es-una-subvencion-donacion-legado/,C,1,248,2,Empresa,Business and Economy
Las 50 empresas más innovadoras del mundo,las-50-empresas-mas-innovadoras-del-mundo,2008-04-22,/2008/04/23/las-50-empresas-mas-innovadoras-del-mundo/,C,2,575,,Tecnología,
Las teorías X e Y de Douglas McGregor,las-teorias-x-e-y-de-douglas-mcgregor,2008-04-26,/2008/04/26/las-teorias-x-e-y-de-douglas-mcgregor/,C,2,306,10,Empresa,Business and Economy
Google en UK,google-en-uk,2008-04-26,/2008/04/26/google-en-uk/,C,1,215,,Software,Business and Economy; google
¿Cuáles son las fases de la dirección estratégica?,¿cuales-son-las-fases-de-la-direccione-estrategica,2008-04-27,/2008/04/27/%c2%bfcuales-son-las-fases-de-la-direccione-estrategica/,C,1,261,,Empresa,Business and Economy
Cosas que son verdad según Google,cosas-que-son-verdad-segun-google,2008-04-27,/2008/04/27/cosas-que-son-verdad-segun-google/,C,2,110,3,Software,google
Nokia Internet Tablets soportará QT,nokia-internet-tablets-soportara-qt,2008-04-30,/2008/04/30/nokia-internet-tablets-soportara-qt/,C,1,181,1,Software; Velneo,GTK+; Linux; Maemo; nokia; open source; Operating system; qt; Trolltech; Ubuntu
Información Velneo V7,v7-que-viene-que-viene,2008-05-02,/2008/05/02/v7-que-viene-que-viene/,B,3,598,21,Tecnología,v7; Velneo
¿Por qué estamos en crisis financiera?,¿por-que-estamos-en-crisis-financiera,2008-05-03,/2008/05/03/%c2%bfpor-que-estamos-en-crisis-financiera/,C,1,49,9,Empresa,Bird and Fortune; Bremner; Business and Economy; Channel 4
"SalesForce, google y Londres (Dreamforce Europa)",salesforce-google-y-londres,2008-05-07,/2008/05/07/salesforce-google-y-londres/,C,1,130,,Software; Viajes,google; Salesforce.com
PAAS Web 3.0,pas-web-30,2008-05-12,/2008/05/12/pas-web-30/,C,2,244,9,Tecnología,google; Google Apps; Marc Benioff; microsoft; Salesforce.com; Software as a service; Web 3.0
Sun también PAAS,sun-tambien-paas,2008-05-13,/2008/05/13/sun-tambien-paas/,C,1,159,1,Software,Jonathan I. Schwartz; mysql; open source; Open source software; Sun Microsystems
"Desarrollad, desarrollad, malditos....",desarrollad-desarrollad-malditos,2008-05-14,/2008/05/14/desarrollad-desarrollad-malditos/,C,1,32,4,Software,elpais; Salesforce
¿Qué es Salesforce?,que-es-salesforce,2008-05-15,/2008/05/15/que-es-salesforce/,C,2,373,9,Software,Business; force.com; Marc Benioff; microsoft; SAAS; Salesforce.com; Software as a service; Visualforce
¿Qué son las barreras de entrada?,¿que-son-las-barreras-de-entrada,2008-05-18,/2008/05/18/%c2%bfque-son-las-barreras-de-entrada/,B,3,713,4,Empresa,
¿Nos afecta la globalización?,¿nos-afecta-la-globalizacion,2008-05-18,/2008/05/18/%c2%bfnos-afecta-la-globalizacion/,C,1,324,,Tecnología,amazon; ebay; facebook
¿Cuál es la historía del Corte Inglés?,¿cual-es-la-historia-del-corte-ingles,2008-05-18,/2008/05/18/%c2%bfcual-es-la-historia-del-corte-ingles/,B,4,1241,5,Tecnología,Business and Economy; Cuba; El Corte Inglés; Madrid; Ramón Areces; Spain
¿Por qué las empresas triunfan?,¿por-que-las-empresas-triunfan,2008-05-18,/2008/05/18/%c2%bfpor-que-las-empresas-triunfan/,C,1,279,,Empresa,
¿Qué es el aprendizaje organizacional?,¿que-es-el-aprendizaje-organizacional,2008-05-18,/2008/05/18/%c2%bfque-es-el-aprendizaje-organizacional/,C,1,288,,Tecnología,microsoft
Las reuniones del futuro.,las-reuniones-del-futuro,2008-05-20,/2008/05/20/las-reuniones-del-futuro/,C,1,154,1,Tecnología,
China de luto,china-de-luto,2008-05-21,/2008/05/21/china-de-luto/,C,1,56,,Tecnología,china; google
¿Hacía donde van los Blogs?,¿hacia-donde-van-los-blogs,2008-05-22,/2008/05/22/%c2%bfhacia-donde-van-los-blogs/,C,1,276,,Tecnología,
¿Somos felices?,¿somos-felices,2008-05-22,/2008/05/22/%c2%bfsomos-felices/,C,1,112,1,Personas,Africa; Infertility; Mexico; USA
Riesgo vs Rentabilidad,riesgo-vs-rentabilidad,2008-05-31,/2008/05/31/riesgo-vs-rentabilidad/,C,1,264,1,Empresa,
10 principios para encontrar estrategias,10-principios-para-encontrar-estrategias,2008-05-31,/2008/05/31/10-principios-para-encontrar-estrategias/,C,1,719,,Tecnología,
¿Qué son las estrategias de innovación?,¿que-son-las-estrategias-de-innovacion,2008-05-31,/2008/05/31/%c2%bfque-son-las-estrategias-de-innovacion/,C,1,267,,Tecnología,apple; Business and Economy; google; microsoft; toyota
Campeones de Europa,campeones-de-europa,2008-05-31,/2008/05/31/campeones-de-europa/,C,2,226,5,Viajes,Cardiff; England; Guinness Premiership; Heineken Cup; limerick; Munster; Rugby Union; Rugby union positions; Sports
¿Cómo me internacionalizo?,¿como-me-internacionalizo,2008-06-01,/2008/06/01/%c2%bfcomo-me-internacionalizo/,C,1,26,,Empresa,internacionalización
Visitas a Limerick,vistas-a-limerick,2008-06-01,/2008/06/01/vistas-a-limerick/,C,1,445,,Viajes,Business and Economy; International; Joaquin y Lola; Spain
Nuevo Blog en Velneo,nuevo-blog-en-velneo,2008-06-02,/2008/06/02/nuevo-blog-en-velneo/,C,1,261,,Tecnología,blog.velneo.es; Velneo; wordpress
Las tendencias 2008-2012,las-tendencias-2008-2012,2008-06-03,/2008/06/03/las-tendencias-2008-2012/,C,1,234,,Tecnología,Cloud computing; Gartner; Melbourne; microsoft
¿Cómo se invierte en China?,¿como-se-invierte-en-china,2008-06-04,/2008/06/04/%c2%bfcomo-se-invierte-en-china/,B,3,1108,1,Empresa,china; inversion
Hong Kong de entrada en China,hong-kong-de-entrada-en-china,2008-06-05,/2008/06/05/hong-kong-de-entrada-en-china/,B,3,2057,1,Viajes,Asia; Embassies and Consulates; Expatriate Life; Foreign; Government; Hong Kong; Hong Kong Trade Development Council; Society and Culture
Las próximas innovaciones según Microsoft,las-proximas-innovaciones-segun-microsoft,2008-06-07,/2008/06/07/las-proximas-innovaciones-segun-microsoft/,C,1,270,,Tecnología,google; Google Docs; microsoft; Software as a service; Steve Ballmer; washingtonpost.com
Las vueltas que da la vida,las-vueltas-que-da-la-vida,2008-06-08,/2008/06/08/las-vueltas-que-da-la-vida/,C,,31,1,Tecnología,
¿Qué es el long tail?,¿que-es-el-long-tail,2008-06-09,/2008/06/09/%c2%bfque-es-el-long-tail/,B,4,1283,14,Tecnología,Amazon.com; apple; Jeff Bezos; Long Tail
¿Qué pasa con las marcas?,¿que-pasa-con-las-marcas,2008-06-12,/2008/06/13/%c2%bfque-pasa-con-las-marcas/,C,1,67,,Empresa,marcas
¿Cómo es el crecimiento de Velneo?,¿como-es-el-crecimiento-de-velneo,2008-06-18,/2008/06/18/%c2%bfcomo-es-el-crecimiento-de-velneo/,C,2,481,22,Tecnología,
¿Por qué Paypal?,¿por-que-paypal,2008-06-23,/2008/06/23/%c2%bfpor-que-paypal/,C,2,268,19,Software,Amazon.com; ebay; PayPal
Eligiendo un nicho en Software,eligiendo-un-nicho-en-software,2008-06-27,/2008/06/27/eligiendo-un-nicho-en-software/,B,3,621,12,Software,crm; erp; marketing; reglas del software; software
Plantilla para definir un nicho en software,plantilla-para-definir-un-nicho-en-software,2008-06-27,/2008/06/27/plantilla-para-definir-un-nicho-en-software/,B,4,1133,8,Software,reglas del software; software
¿Los buscadores pueden buscar en un Flash?,¿los-buscadores-pueden-buscar-en-un-flash,2008-07-01,/2008/07/01/%c2%bflos-buscadores-pueden-buscar-en-un-flash/,C,2,283,8,Software,Adobe Systems; Flash; google; microsoft
Jovenes en la Red (Dominio Gratis),jovenes-en-la-red-dominio-gratis,2008-07-02,/2008/07/02/jovenes-en-la-red-dominio-gratis/,A,5,1237,4,Tecnología,Domain Name System; ICANN; Network Solutions
¿Cómo es el ciclo de adopción tecnológica?,¿como-es-el-ciclo-de-adopcion-tecnologica,2008-07-03,/2008/07/03/%c2%bfcomo-es-el-ciclo-de-adopcion-tecnologica/,A,5,1206,19,Tecnología,Bay Networks; early adopter; innovator; Microsoft Word; Wordperfect
¿Vamos hacía la nube?,¿vamos-hacia-la-nube,2008-07-06,/2008/07/06/%c2%bfvamos-hacia-la-nube/,C,1,168,,Software,google; Google Apps; Salesforce.com; Social network service; Taylor Woodrow; World Wide Web
Ciclo de adopción de tecnología (Parte 2),ciclo-de-adopcion-de-tecnologia-parte-2,2008-07-07,/2008/07/07/ciclo-de-adopcion-de-tecnologia-parte-2/,B,3,825,12,Empresa; Tecnología,apple; early adopter; Macintosh; MS-DOS; Windows 3.0
¿Qué es Etelos?,¿que-es-etelos,2008-07-08,/2008/07/08/%c2%bfque-es-etelos/,C,1,288,2,Tecnología,PaaS/SaaS; SAAS
Google está creando un Second Life,google-esta-creando-un-second-life,2008-07-08,/2008/07/08/google-esta-creando-un-second-life/,C,2,202,6,Software,google; Second Life
¿Cómo tiene que ser un blog Corporativo?,¿como-tiene-que-ser-un-blog-corporativo,2008-07-13,/2008/07/13/%c2%bfcomo-tiene-que-ser-un-blog-corporativo/,C,2,429,13,Tecnología,
¿Se puede buscar dentro de un video?,¿se-puede-buscar-dentro-de-un-video,2008-07-16,/2008/07/16/%c2%bfse-puede-buscar-dentro-de-un-video/,C,1,178,2,Tecnología,
¿Qué es PAAS?,¿que-es-paas,2008-07-17,/2008/07/17/%c2%bfque-es-paas/,C,2,217,2,Tecnología,PaaS/SaaS; plataforma como servicio; SAAS; Software as a service; software como servicio
¿Cómo ver la formula1 por internet?,¿como-ver-la-formula1-por-internet,2008-07-21,/2008/07/21/%c2%bfcomo-ver-la-formula1-por-internet/,C,1,141,2,Tecnología,f1; fernando alonso; formula1; formulaf1.es
Ciclo de Adopción Tecnológica (3º Parte),ciclo-de-adopcion-tecnologica-3º-parte,2008-07-22,/2008/07/22/ciclo-de-adopcion-tecnologica-3%c2%ba-parte/,B,3,739,4,Tecnología,documentum; early adopter; innvovación; quicken; sillicon graphics
¿Qué es Knol? La Wikipedia de Google,¿que-es-knol-knowledge,2008-07-23,/2008/07/23/%c2%bfque-es-knol-knowledge/,C,1,268,,Tecnología,google; knol
Ciclo de Adopción Tecnológica (4º Parte),ciclo-de-adopcion-tecnologica-4º-parte,2008-07-24,/2008/07/24/ciclo-de-adopcion-tecnologica-4%c2%ba-parte/,C,1,112,5,Tecnología,alfonsogu; early adopter; innovator; pragmatico; Velneo
Randy Pausch,randy-pausch,2008-07-31,/2008/07/31/randy-pausch/,C,1,35,7,Personas,randy pausch
¿Qué es la teoría de bolos?,¿que-es-la-teoria-de-bolos,2008-08-11,/2008/08/11/%c2%bfque-es-la-teoria-de-bolos/,C,1,313,2,Tecnología,
Definición de PAAS - Plataforma como Servicio,definicion-de-paas,2008-08-14,/2008/08/14/definicion-de-paas/,B,3,459,12,Software,PaaS/SaaS; plataforma como servicio; Platform as a service; SAAS; Software as a service; software como servicio
Principios sobre la teoría de Bolos,principios-sobre-la-teoria-de-bolos,2008-08-19,/2008/08/19/principios-sobre-la-teoria-de-bolos/,C,1,332,,Software,cruzando el abismo; innovadores; marketing; software; Tecnología; teoria de bolos
El efecto resaca de mar,el-efecto-resaca-de-mar,2008-08-20,/2008/08/20/el-efecto-resaca-de-mar/,C,2,428,11,Tecnología,Empresa
